id,serial,imei,assetid,model,brand,manu,product,pc,state,inetip,updatetime,remarks,lastEditor
7428,801e2a04,864957048836874,TKMB200401XX,V1923A,VIVO,vivo,PD1923,WETEST-B2-DEVICE-SERVER067,,183.14.29.74,"2021-03-16 12:57:16",,NULL
7429,bfd906db0606,865055040905976,TKMB1912067G,"REDMI 8",XIAOMI,Xiaomi,olive,WETEST-B2-DEVICE-SERVER068,,183.14.29.219,"2021-03-17 01:33:50",,NULL
7430,499fde4d,868719030330639,TKMB191201PL,HLTE700T,HISENSE,Hisense,HLTE700T,WETEST-B2-DEVICE-SERVER066,,183.14.28.184,"2021-03-16 20:59:23",,NULL
7431,R58MA2SDMDH,359007100653247,TKMB191201P1,SM-A5070,SAMSUNG,samsung,a50szc,WETEST-B2-DEVICE-SERVER066,,183.14.29.85,"2021-03-16 02:06:27",,NULL
7432,da8b94bd,861229049739751,TKMB200303PF,GM1900,ONEPLUS,OnePlus,OnePlus7_CH,WETEST-B2-DEVICE-SERVER066,,183.14.29.85,"2021-03-16 18:15:59",,NULL
7433,R58MA5MRXBD,359474100613474,TKMB2003003Y,SM-M3070,SAMSUNG,samsung,m30szc,WETEST-B2-DEVICE-SERVER065,,183.14.28.79,"2021-03-17 01:34:46",,NULL
7434,JPFDU19218009151,863729040273039,TKMB2003035A,VCE-AL00,HUAWEI,HUAWEI,VCE-AL00,WETEST-B2-DEVICE-SERVER066,,183.14.29.9,"2021-03-16 01:32:40",,NULL
7435,NDYDU19826015252,860843049827142,TKMB191206X3,YAL-AL50,HONOR,HUAWEI,YAL-AL50,WETEST-B2-DEVICE-SERVER068,,183.14.134.52,"2021-03-16 02:31:42",,NULL
7436,JUBNU19617110750,869699046327259,TKMB191201W0,RVL-AL09,HONOR,HUAWEI,RVL-AL09,WETEST-B2-DEVICE-SERVER065,,183.14.133.227,"2021-03-17 10:41:53",,NULL
7437,WQC0220218003562,860281047919746,TKMB20030126,YAL-AL50,HONOR,HUAWEI,YAL-AL50,WETEST-B2-DEVICE-SERVER065,,183.14.28.79,"2021-03-16 07:20:38",,NULL
7438,FMGNW19830014003,867385047084915,TKMB191203A9,HRY-AL00TA,HONOR,HUAWEI,HRY-AL00Ta,WETEST-B2-DEVICE-SERVER065,,183.14.28.180,"2021-03-16 07:34:11",,NULL
7439,90248618,868925048306335,TKMB19120695,V1836A,VIVO,vivo,PD1836,WETEST-B2-DEVICE-SERVER066,,183.14.134.196,"2021-03-17 07:09:42",,NULL
7440,SNMBB18808507606,869712035125491,TKMB200405N4,LDN-AL20,HUAWEI,HUAWEI,LDN-AL20,WETEST-A6-DEVICE-SERVER073,,116.233.186.195,"2020-09-19 03:23:57",,NULL
7441,27a606a77d2b,869114042149020,TKMB200500MW,"REDMI 6A",XIAOMI,Xiaomi,cactus,WETEST-A6-DEVICE-SERVER069,,116.232.108.84,"2021-03-16 04:21:33",,NULL
7442,RMSNW19A23002044,867456047924606,TKMB191206ME,JAT-AL00,HONOR,HUAWEI,JAT-AL00,WETEST-A6-DEVICE-SERVER074,,116.231.27.159,"2021-03-17 03:03:27",,NULL
7443,MQM9X18310G03943,867685030905228,TKMB191206NR,AUM-AL20,HONOR,HUAWEI,AUM-AL20,WETEST-A6-DEVICE-SERVER061,,116.231.27.170,"2021-03-15 15:35:43",,NULL
7444,FNENW19926003863,862659046418414,TKMB191201W5,STK-AL00,HUAWEI,HUAWEI,STK-AL00,WETEST-B2-DEVICE-SERVER065,,183.14.29.195,"2021-03-17 01:35:07",,NULL
7445,ff2b1648,864332046847192,TKMB191203AW,V1921A,VIVO,vivo,PD1921,WETEST-B2-DEVICE-SERVER065,,183.14.28.184,"2021-03-16 16:56:28",,NULL
7446,9000506e,865509048449379,TKMB2004061Y,V1838A,VIVO,vivo,PD1838,WETEST-B2-DEVICE-SERVER065,,183.14.134.192,"2021-03-17 10:04:02",,NULL
7447,e067d1b6,863581049749398,TKMB2002004M,GM1910,ONEPLUS,OnePlus,OnePlus7Pro_CH,WETEST-B2-DEVICE-SERVER066,,183.14.28.79,"2021-03-17 01:31:36",,NULL
7448,K8AIKN06X159M75,357070100097916,TKMB19120140,ASUS_I001DB,ASUS,asus,CN_I001D,WETEST-B2-DEVICE-SERVER066,,183.14.135.247,"2020-07-16 10:50:05",,NULL
7450,RPG0219A10000118,863690041532189,TKMB191201PX,TNY-AL00,HONOR,HUAWEI,TNY-AL00,WETEST-B2-DEVICE-SERVER066,,183.14.29.82,"2021-03-16 00:24:07",,NULL
7451,RFCN30XXANK,359011101403818,TKMB20040612,SM-A9080,SAMSUNG,samsung,r3qzc,WETEST-B2-DEVICE-SERVER065,,183.14.29.215,"2021-03-17 05:24:43",,NULL
7452,46HDU19929008790,867377045496316,TKMB191206X7,PCT-AL10,HONOR,HUAWEI,PCT-AL10,WETEST-B2-DEVICE-SERVER066,,183.14.31.130,"2021-03-12 08:09:42",,NULL
7453,RFCMA05RHME,358631101572444,TKMB191202GR,SM-N9760,SAMSUNG,samsung,d2xqzc,WETEST-B2-DEVICE-SERVER065,,183.14.134.52,"2021-03-17 01:14:42",,NULL
7454,cyf6cu6dgqg6t4jr,868241044940451,TKMB1912067X,"REDMI NOTE 8 PRO",REDMI,Xiaomi,begonia,WETEST-B2-DEVICE-SERVER066,,183.14.28.79,"2021-03-16 17:46:21",,NULL
7455,HJS5T19920010920,867586049028459,TKMB191201W3,HMA-AL00,HUAWEI,HUAWEI,HMA-AL00,WETEST-B2-DEVICE-SERVER065,,183.14.29.74,"2021-03-16 19:38:38",,NULL
7456,97155db3,869451031712917,TKMB191201W7,NX616J,NUBIA,nubia,NX616J,WETEST-B2-DEVICE-SERVER065,,183.14.29.74,"2021-03-16 13:11:04",,NULL
7457,ZY22695D7Z,352152100822074,TKMB191201PT,XT1965-6,MOTOROLA,motorola,lake_retcn,WETEST-B2-DEVICE-SERVER066,,183.14.28.79,"2021-03-16 03:03:46",,NULL
7458,121f63b7,864086043267651,TKMB1912067F,"REDMI NOTE 8",XIAOMI,Xiaomi,ginkgo,WETEST-B2-DEVICE-SERVER065,,183.14.29.215,"2021-03-17 01:28:20",,NULL
7459,f94bfb52,869225041520134,TKMB2001001A,V1838A,VIVO,vivo,PD1838,WETEST-B2-DEVICE-SERVER065,,183.14.29.82,"2021-03-16 14:15:40",,NULL
7460,MKSBB19729202102,861336044095780,TKMB191100LJ,BKK-AL10,HONOR,HUAWEI,BKK-AL10,WETEST-B2-DEVICE-SERVER011,,183.14.29.195,"2021-03-17 05:28:44",,NULL
7461,FKFBB19B27100505,869563034605938,TKMB191201PY,AGS2-AL00HN,HONOR,HUAWEI,AGS2-AL00HN,WETEST-B2-DEVICE-SERVER072,,183.14.29.74,"2021-03-16 20:19:47",,NULL
7471,XPC0220407000871,863463043008644,TKMB20040534,BMH-AN10,HONOR,HUAWEI,BMH-AN10,WETEST-B2-DEVICE-SERVER023,,183.14.31.201,"2020-09-28 12:58:19",,NULL
7472,XPC0220413006160,863463045519614,TKMB20040538,BMH-AN10,HONOR,HUAWEI,BMH-AN10,WETEST-B2-DEVICE-SERVER023,,183.14.29.148,"2021-01-26 07:36:37",,NULL
7473,XPC0220410001453,863463043995121,TKMB20040537,BMH-AN10,HONOR,HUAWEI,BMH-AN10,WETEST-B2-DEVICE-SERVER024,,183.14.134.25,"2021-01-27 07:55:49",,NULL
7474,2NSDU20331003552,861023040306920,TKMB20040548,EBG-AN00,HONOR,HUAWEI,EBG-AN00,WETEST-B2-DEVICE-SERVER022,,183.14.134.99,"2021-01-25 05:51:19",,NULL
7475,2JFDU20415006957,867466040031945,TKMB20040547,EBG-TN00,HONOR,HUAWEI,EBG-TN00,WETEST-B2-DEVICE-SERVER043,,183.14.135.220,"2021-03-16 06:26:07",,NULL
7476,2NSDU20410004025,861023044383859,TKMB20040546,EBG-AN00,HONOR,HUAWEI,EBG-AN00,WETEST-B2-DEVICE-SERVER024,,183.14.30.187,"2020-09-22 19:34:11",,NULL
7477,QKXUT20410009616,866855048179295,TKMB200404RN,CDY-AN90,HONOR,HUAWEI,CDY-AN90,WETEST-B2-DEVICE-SERVER023,,183.14.28.176,"2020-09-27 19:11:12",,NULL
7478,QKXUT20410009743,866855048180483,TKMB200404E2,CDY-AN90,HONOR,HUAWEI,CDY-AN90,WETEST-B2-DEVICE-SERVER023,,183.14.28.199,"2021-03-16 03:48:57",,NULL
7479,QKXUT20410009638,866855048195341,TKMB200404RM,CDY-AN90,HONOR,HUAWEI,CDY-AN90,WETEST-B2-DEVICE-SERVER024,,183.14.28.184,"2021-03-16 02:18:42",,NULL
7480,c7a90cb1,null,TKMB2004052L,IN2020,ONEPLUS,OnePlus,OnePlus8Pro_CH,WETEST-B2-DEVICE-SERVER017,,183.14.133.32,"2021-03-17 06:02:35",,NULL
7481,be6dc675,null,TKMB200404RL,IN2010,ONEPLUS,OnePlus,OnePlus8_CH,WETEST-B2-DEVICE-SERVER026,,183.14.133.51,"2021-03-11 11:45:05",,NULL
7482,970e8cb9,null,TKMB20040468,V1950A,VIVO,vivo,PD1950,WETEST-B2-DEVICE-SERVER021,,183.14.29.85,"2021-03-16 19:44:09",,NULL
7483,36eff51,863078044947713,TKMB200405NN,V1821A,VIVO,vivo,PD1821,WETEST-A6-DEVICE-SERVER071,,116.231.28.149,"2021-03-17 00:16:43",,NULL
7484,c68066a4,869717030750912,TKMB200405J3,"VIVO Y71A",VIVO,vivo,PD1731,WETEST-A6-DEVICE-SERVER072,,116.233.186.195,"2021-03-17 00:09:57",,NULL
7485,KWG7N16727005640,862629031912267,TKMB200405L6,EVA-AL10,HUAWEI,HUAWEI,EVA-AL10,WETEST-A6-DEVICE-SERVER073,,114.84.57.160,"2020-07-23 09:45:13",,NULL
7486,FMGNW19A24004296,862013044269967,TKMB2004060T,HRY-AL00TA,HONOR,HUAWEI,HRY-AL00Ta,WETEST-A6-DEVICE-SERVER075,,116.231.36.5,"2020-12-21 08:55:06",,NULL
7487,VSY5KF75YHV8R475,869239031165859,TKMB20040625,"VIVO Y83",VIVO,vivo,PD1803,WETEST-A6-DEVICE-SERVER080,,116.233.203.123,"2021-03-09 10:08:18",,NULL
7488,4f90667f,null,TKMB2004052N,IN2020,ONEPLUS,OnePlus,OnePlus8Pro_CH,WETEST-B2-DEVICE-SERVER022,,183.14.135.220,"2021-03-15 19:59:47",,NULL
7489,79f66302,null,TKMB20040469,V1950A,VIVO,vivo,PD1950,WETEST-B2-DEVICE-SERVER022,,183.14.134.196,"2021-03-17 11:09:09",,NULL
7490,a703ba88,null,TKMB20040467,V1950A,VIVO,vivo,PD1950,WETEST-B2-DEVICE-SERVER024,,183.14.29.74,"2021-03-16 12:40:21",,NULL
7491,ac4099a5,null,TKMB200404E0,IN2010,ONEPLUS,OnePlus,OnePlus8_CH,WETEST-B2-DEVICE-SERVER043,,183.14.28.184,"2021-03-16 14:27:00",,NULL
7492,e8be134a,null,TKMB20040532,IN2020,ONEPLUS,OnePlus,OnePlus8Pro_CH,WETEST-B2-DEVICE-SERVER018,,183.14.135.90,"2020-06-14 23:03:40",,NULL
7493,07bcc547,null,TKMB200404E1,IN2010,ONEPLUS,OnePlus,OnePlus8_CH,WETEST-B2-DEVICE-SERVER043,,183.14.28.180,"2021-03-16 17:19:09",,NULL
7494,99d4aa3b,867465034694098,TKMB20040601,"OPPO R11ST",OPPO,OPPO,R11st,WETEST-A6-DEVICE-SERVER036,,114.84.66.132,"2020-11-01 08:32:04",,NULL
7495,23f1b79c,864771048665518,TKMB2004060E,PCNM00,OPPO,OPPO,PCNM00,WETEST-A6-DEVICE-SERVER035,,116.233.187.169,"2020-10-13 11:26:08",,NULL
7496,WFVBB18608512630,867226039859775,TKMB200405NL,LDN-AL00,HUAWEI,HUAWEI,LDN-AL00,WETEST-A6-DEVICE-SERVER073,,116.231.27.170,"2021-03-16 00:21:55",,NULL
7497,JFUKN7KNRCZLTSBU,865540042391416,TKMB2004002J,PADT00,OPPO,OPPO,PADT00,WETEST-A6-DEVICE-SERVER036,,116.231.27.246,"2020-12-11 09:45:42",,NULL
7499,DXLNW18830001805,869095033911009,TKMB2004006R,JSN-AL00,HONOR,HUAWEI,JSN-AL00,WETEST-A6-DEVICE-SERVER073,,116.231.28.149,"2021-03-16 01:02:01",,NULL
7500,CUY0220110012072,864658047063995,TKMB2003031T,YAL-AL00,HONOR,HUAWEI,YAL-AL00,WETEST-A6-DEVICE-SERVER036,,116.233.187.169,"2021-03-16 05:26:14",,NULL
7501,WQCDU20330002126,868507041631503,TKMB200500XP,YAL-AL50,HONOR,HUAWEI,YAL-AL50,WETEST-A6-DEVICE-SERVER035,,114.84.66.94,"2021-03-16 08:19:22",,NULL
7502,af04aa2,861732044836761,TKMB200405NY,"REDMI NOTE 8",XIAOMI,Xiaomi,ginkgo,WETEST-A6-DEVICE-SERVER070,,116.233.185.55,"2021-03-16 22:28:07",,NULL
7503,5MFNW19A22002249,867968040245623,TKMB200405EL,HLK-AL10,HONOR,HUAWEI,HLK-AL10,WETEST-A6-DEVICE-SERVER027,,116.233.207.131,"2021-03-16 12:22:52",,NULL
7504,HYTBB19316510039,869705046128868,TKMB2005011W,ARS-AL00,HUAWEI,HUAWEI,ARS-AL00,WETEST-A6-DEVICE-SERVER028,,116.231.28.149,"2021-03-16 06:13:19",,NULL
7505,UWHM4HCEIFEU4PR8,null,TKMB200405J0,PDCM00,OPPO,OPPO,PDCM00,WETEST-A6-DEVICE-SERVER048,,114.84.29.62,"2020-06-17 05:26:40",,NULL
7507,D8H4C19815003394,865553048223277,TKMB200405RR,SPN-AL00,HUAWEI,HUAWEI,SPN-AL00,WETEST-A6-DEVICE-SERVER039,,116.231.36.5,"2021-03-16 01:06:23",,NULL
7508,28089051,867823049868232,TKMB200405XL,V1928A,VIVO,vivo,PD1928,WETEST-A6-DEVICE-SERVER038,,116.233.187.169,"2021-03-09 14:16:36",,NULL
7509,fffd5037,864544049053335,TKMB200405XG,V1941A,VIVO,vivo,PD1941,WETEST-A6-DEVICE-SERVER038,,114.84.65.58,"2021-03-08 14:54:55",,NULL
7510,29468820,869718036712138,TKMB200405JN,"VIVO Y71A",VIVO,vivo,PD1731,WETEST-A6-DEVICE-SERVER030,,116.232.109.227,"2021-03-09 00:12:13",,NULL
7511,62544b5,864571043723316,TKMB200200YL,V1816A,VIVO,vivo,PD1816,WETEST-A6-DEVICE-SERVER034,,116.233.186.195,"2021-03-16 22:04:50",,NULL
7512,W8ZHNBYTA6LRYPW8,860048043111317,TKMB20040623,V1732A,VIVO,vivo,PD1732,WETEST-A6-DEVICE-SERVER034,,116.233.185.247,"2021-03-16 06:27:40",,NULL
7513,66B0220102009869,863313043952327,TKMB200405F0,OXF-AN10,HONOR,HUAWEI,OXF-AN10,WETEST-A6-DEVICE-SERVER031,,116.232.109.78,"2021-03-16 12:17:23",,NULL
7514,6c70cd82,869439046896932,TKMB1912073T,V1832A,VIVO,vivo,PD1832,WETEST-A6-DEVICE-SERVER038,,116.233.207.131,"2021-03-09 12:42:27",,NULL
7515,S9B4C17406038365,864647032193172,TKMB200405EN,BLN-AL40,HONOR,HUAWEI,BLN-AL40,WETEST-A6-DEVICE-SERVER032,,116.233.206.217,"2020-07-07 04:24:07",,NULL
7516,RMSNW19A25016558,867456048199596,TKMB191206MR,JAT-AL00,HONOR,HUAWEI,JAT-AL00,WETEST-A6-DEVICE-SERVER038,,114.84.64.112,"2021-03-16 11:41:11",,NULL
7517,QJN5T18719002238,869593033001862,TKMB191207F9,PAR-AL00,HUAWEI,HUAWEI,PAR-AL00,WETEST-A6-DEVICE-SERVER030,,116.232.109.78,"2021-03-17 08:18:01",,NULL
7518,27Q9X18508W00925,867684033321640,TKMB19120700,AUM-AL20,HONOR,HUAWEI,AUM-AL20,WETEST-A6-DEVICE-SERVER037,,116.233.185.244,"2021-03-16 20:29:38",,NULL
7519,2PFNW19417008533,861267042477441,TKMB2004060F,JKM-AL00B,HUAWEI,HUAWEI,JKM-AL00b,WETEST-A6-DEVICE-SERVER035,,116.231.28.149,"2021-03-17 02:19:00",,NULL
7520,9YEDU18409006500,null,TKMB200405N3,COL-AL10,HONOR,HUAWEI,COL-AL10,WETEST-A6-DEVICE-SERVER035,,116.231.35.60,"2020-09-28 12:14:40",,NULL
7521,52fce92d,865184043682018,TKMB200405N2,PBAM00,OPPO,OPPO,PBAM00,WETEST-A6-DEVICE-SERVER034,,116.233.202.88,"2020-09-02 09:56:42",,NULL
7522,849cc44e,867679034608573,TKMB20040604,"OPPO R11S",OPPO,OPPO,R11s,WETEST-A6-DEVICE-SERVER039,,116.233.191.110,"2021-03-09 10:02:28",,NULL
7523,LF9DCYFY99999999,863671032306072,TKMB2004060J,"OPPO A37M",OPPO,OPPO,A37m,WETEST-A6-DEVICE-SERVER036,,116.233.185.244,"2021-03-08 18:02:00",,NULL
7524,4ad4be5b,869897035137891,TKMB200405MN,"ONEPLUS A6000",ONEPLUS,OnePlus,OnePlus6,WETEST-A6-DEVICE-SERVER032,,114.84.64.17,"2020-12-07 23:20:23",,NULL
7525,be83dc73,864331039304658,TKMB200405JJ,"OPPO R9ST",OPPO,OPPO,R9st,WETEST-A6-DEVICE-SERVER039,,116.233.187.30,"2021-03-08 11:20:27",,NULL
7526,7ffff79f,868568049870790,TKMB200405NJ,PBFM00,OPPO,OPPO,PBFM00,WETEST-A6-DEVICE-SERVER038,,116.231.34.64,"2021-03-09 10:47:39",,NULL
7527,b142536,862427040982870,TKMB191206N8,"MI 9 SE",XIAOMI,Xiaomi,grus,WETEST-A6-DEVICE-SERVER033,,116.233.191.110,"2021-03-16 19:03:18",,NULL
7529,53d49122,860255044566320,TKMB2005011G,SKW-A0,BLACKSHARK,blackshark,SKW-A0,WETEST-A6-DEVICE-SERVER037,,114.84.64.112,"2021-02-01 16:42:56",,NULL
7530,1762554e0906,863741042496302,TKMB200405NM,"REDMI 8A",XIAOMI,Xiaomi,olivelite,WETEST-A6-DEVICE-SERVER030,,114.84.66.94,"2021-03-16 08:01:08",,NULL
7532,WBUBB19A30802456,869775037024103,TKMB2005010M,ARE-AL10,HONOR,HUAWEI,ARE-AL10,WETEST-A6-DEVICE-SERVER064,,116.231.35.60,"2021-03-16 04:30:07",,NULL
7533,36LBB17705505670,864103032802008,TKMB200405M0,SLA-TL10,HUAWEI,HUAWEI,SLA-TL10,WETEST-A6-DEVICE-SERVER063,,116.233.207.131,"2021-03-16 06:21:31",,NULL
7534,APU0216125004228,868403023135681,TKMB200405F2,"HUAWEI NXT-TL00",HUAWEI,HUAWEI,NXT-TL00,WETEST-A6-DEVICE-SERVER063,,116.233.185.55,"2021-03-17 06:41:14",,NULL
7535,3926865a,869456033467675,TKMB20040626,"VIVO NEX S",VIVO,vivo,PD1805,WETEST-A6-DEVICE-SERVER071,,116.233.185.244,"2021-03-16 19:09:54",,NULL
7536,MKSBB19621202434,861336043549423,TKMB200500NX,BKK-AL10,HONOR,HUAWEI,BKK-AL10,WETEST-A6-DEVICE-SERVER073,,116.231.28.149,"2021-03-16 12:33:03",,NULL
7537,c390f708,863008046279914,TKMB200405LW,PAFM00,OPPO,OPPO,PAFM00,WETEST-A6-DEVICE-SERVER013,,116.233.207.131,"2021-03-09 18:01:52",,NULL
7543,973QAEVEH7J8D,866790040923731,TKMB2005011A,"16S PRO",MEIZU,meizu,meizu_16sPro_CN,wetest-A6-device-server055,,114.84.62.217,"2020-06-11 12:01:28",,NULL
7544,d6f485c7,868823031584499,TKMB2005011P,DE106,SMARTISAN,smartisan,trident,WETEST-A6-DEVICE-SERVER053,,116.233.186.195,"2021-03-16 20:08:02",,NULL
7545,923QSDUM22E6C,866309042141588,TKMB2005010N,NOTE9,MEIZU,meizu,meizu_Note9_CN,wetest-A6-device-server000,,116.233.200.95,"2020-06-24 11:18:35",,NULL
7546,52031a45,865231040884079,TKMB2004062E,DT1901A,SMARTISAN,deltainno,delta,WETEST-A6-DEVICE-SERVER053,,116.233.185.244,"2020-09-21 09:23:02",,NULL
7547,7c044964,868994040216827,TKMB200500NJ,NX619J,NUBIA,nubia,NX619J,WETEST-A6-DEVICE-SERVER055,,114.84.66.132,"2021-03-16 21:44:07",,NULL
7549,3DN4C16509026748,869315026653099,TKMB2004062J,"HUAWEI VNS-AL00",HUAWEI,HUAWEI,VNS-AL00,WETEST-A6-DEVICE-SERVER054,,114.84.62.216,"2020-06-08 14:44:20",,NULL
7550,7WPNU19A25302549,864827040484876,TKMB200500X8,KSA-AL10,HONOR,HUAWEI,KSA-AL10,WETEST-A6-DEVICE-SERVER055,,116.231.36.5,"2021-03-16 14:08:39",,NULL
7551,RDT5T15B19001172,869573020093742,TKMB20040628,"HUAWEI CRR-UL00",HUAWEI,HUAWEI,CRR-UL00,WETEST-A6-DEVICE-SERVER054,,114.84.66.94,"2021-03-13 17:55:42",,NULL
7552,d372e0ec,351956083666576,TKMB20050114,SM-G6100,SAMSUNG,samsung,on7xltezc,WETEST-A6-DEVICE-SERVER053,,116.231.27.170,"2021-03-16 15:18:31",,NULL
7553,HMKJBELBOJ8S7S7H,866402033222788,TKMB20050110,"GIONEE M7",GIONEE,GIONEE,M7,WETEST-A6-DEVICE-SERVER054,,116.233.187.215,"2020-11-25 11:54:19",,NULL
7554,852QLDV9246RR,869086037409561,TKMB20050112,M1852,MEIZU,Meizu,meizu_M1852_CN,WETEST-A6-DEVICE-SERVER054,,114.84.62.218,"2020-07-17 09:40:51",,NULL
7555,RFCMB0254TJ,null,TKMB2004062F,SM-N9760,SAMSUNG,samsung,d2xqzc,WETEST-A6-DEVICE-SERVER056,,116.231.28.149,"2021-03-16 13:31:54",,NULL
7556,efddd9f9,null,TKMB2004062R,HD1910,ONEPLUS,OnePlus,OnePlus7TPro_CH,WETEST-A6-DEVICE-SERVER050,,116.233.184.98,"2021-03-16 20:21:23",,NULL
7557,36c0c89c,868225041053475,TKMB200405WJ,"MI PAD 4 PLUS",XIAOMI,Xiaomi,clover,WETEST-A6-DEVICE-SERVER059,,116.232.109.227,"2021-03-16 20:00:59",,NULL
7558,R28M70QEN2A,355911101171543,TKMB2004062P,SM-A7050,SAMSUNG,samsung,a70qzc,WETEST-A6-DEVICE-SERVER056,,116.231.38.187,"2020-07-06 10:21:38",,NULL
7559,926QADVM222BR,869949042800043,TKMB20050111,"MEIZU 16XS",MEIZU,meizu,meizu_16Xs_CN,wetest-A6-device-server000,,114.84.62.218,"2020-06-04 19:12:39",,NULL
7560,ba5897aa0606,865055041650910,TKMB2004062W,"REDMI 8",XIAOMI,Xiaomi,olive,WETEST-A6-DEVICE-SERVER050,,116.233.185.55,"2021-03-16 22:50:41",,NULL
7561,f4d0bdb9,null,TKMB2004057J,HD1900,ONEPLUS,OnePlus,OnePlus7T_CH,WETEST-A6-DEVICE-SERVER054,,116.233.191.110,"2021-03-16 15:14:03",,NULL
7562,6383c4c8,861639046065630,TKMB200405XN,"VIVO Z1I",VIVO,vivo,PD1730D,WETEST-A6-DEVICE-SERVER017,,116.232.109.78,"2021-03-16 02:59:02",,NULL
7563,4b91e729,null,TKMB200405JR,V1936A,VIVO,vivo,PD1936,WETEST-A6-DEVICE-SERVER037,,116.231.28.149,"2021-03-16 18:20:02",,NULL
7564,XPU4C16B11025284,863531039250006,TKMB200405EM,"HUAWEI CAZ-AL10",HUAWEI,HUAWEI,CAZ-AL10,WETEST-A6-DEVICE-SERVER057,,116.231.35.60,"2021-03-16 00:14:42",,NULL
7565,XENBB19617216031,867139041824804,TKMB20040606,DUB-AL00,HUAWEI,HUAWEI,DUB-AL00,WETEST-A6-DEVICE-SERVER025,,114.84.64.17,"2021-03-16 09:43:28",,NULL
7570,3EPGL19C03002029,861232045045967,TKMB200405JP,LYA-AL00,HUAWEI,HUAWEI,LYA-AL00,WETEST-A6-DEVICE-SERVER001,,114.84.64.112,"2021-03-12 18:26:01",,NULL
7571,ADFDU20102002385,866306040090478,TKMB200405J9,WLZ-AN00,HUAWEI,HUAWEI,WLZ-AN00,WETEST-A6-DEVICE-SERVER021,,114.84.65.58,"2021-03-16 03:48:23",,NULL
7572,3EP0219820000610,862991049512996,TKMB200405J8,LYA-AL00,HUAWEI,HUAWEI,LYA-AL00,WETEST-A6-DEVICE-SERVER002,,116.231.27.159,"2021-03-14 21:14:08",,NULL
7573,66B4C20305000060,867049043298305,TKMB200400AM,OXF-AN10,HONOR,HUAWEI,OXF-AN10,WETEST-B2-DEVICE-SERVER026,,183.14.29.195,"2021-03-17 07:22:13",,NULL
7574,RFCM900369P,358631100438761,TKMB200400P3,SM-N9760,SAMSUNG,samsung,d2xqzc,WETEST-B2-DEVICE-SERVER023,,183.14.134.133,"2021-02-21 22:53:57",,NULL
7575,66J5T19228005353,null,TKMB2005009L,HMA-AL00,HUAWEI,HUAWEI,HMA-AL00,WETEST-A6-DEVICE-SERVER065,,114.84.64.17,"2021-03-10 15:24:11",,NULL
7576,66B4C20305000045,867049043303873,TKMB200400AL,OXF-AN10,HONOR,HUAWEI,OXF-AN10,WETEST-B2-DEVICE-SERVER023,,183.14.30.55,"2021-01-21 20:13:39",,NULL
7577,WQCDU20330001686,868507041636858,TKMB200500X7,YAL-AL50,HONOR,HUAWEI,YAL-AL50,WETEST-A6-DEVICE-SERVER074,,116.231.27.246,"2021-03-17 00:58:22",,NULL
7578,1496f9df,865300046265359,TKMB200400P1,"ONEPLUS A6000",ONEPLUS,OnePlus,OnePlus6,WETEST-B2-DEVICE-SERVER022,,183.14.28.219,"2020-09-11 07:45:49",,NULL
7579,RFCM905ME7P,358631100739267,TKMB200400P2,SM-N9760,SAMSUNG,samsung,d2xqzc,WETEST-B2-DEVICE-SERVER022,,183.14.29.195,"2021-03-17 02:57:54",,NULL
7580,23a42d6a3b057ece,352936097430598,TKMB200400N4,SM-G9650,SAMSUNG,samsung,star2qltezc,WETEST-B2-DEVICE-SERVER028,,183.14.28.199,"2021-03-16 07:41:42",,NULL
7581,8UJDU19B14026494,868660041854821,TKMB2004004R,OXF-AN00,HONOR,HUAWEI,OXF-AN00,WETEST-B2-DEVICE-SERVER022,,183.14.30.93,"2021-01-26 14:43:22",,NULL
7582,85fde18,A000006437CE61,TKMB200405JX,"OPPO R9S",OPPO,OPPO,R9s,WETEST-A6-DEVICE-SERVER048,,116.232.109.227,"2020-11-19 12:01:13",,NULL
7583,1a74955234027ece,352936095273966,TKMB200400P5,SM-G9650,SAMSUNG,samsung,star2qltezc,WETEST-B2-DEVICE-SERVER025,,183.14.29.219,"2021-03-17 10:40:27",,NULL
7584,43300858,865300047441934,TKMB200400AN,"ONEPLUS A6000",ONEPLUS,OnePlus,OnePlus6,WETEST-B2-DEVICE-SERVER019,,183.14.135.188,"2020-11-30 16:07:45",,NULL
7585,8UJDU19B14026781,868660043805409,TKMB2004004E,OXF-AN00,HONOR,HUAWEI,OXF-AN00,WETEST-B2-DEVICE-SERVER022,,183.14.28.160,"2020-12-23 13:10:15",,NULL
7586,d710dc8c,866702039392992,TKMB200500LM,"OPPO R11S PLUS",OPPO,OPPO,R11sPlus,WETEST-A6-DEVICE-SERVER048,,114.84.58.144,"2020-06-06 12:14:50",,NULL
7588,IZEQIBHIWCHUW8SO,867135042540753,TKMB2004060A,PBBM00,OPPO,OPPO,PBBM00,WETEST-A6-DEVICE-SERVER048,,114.84.29.70,"2020-06-04 17:38:42",,NULL
7590,APU0216810000183,868403029596761,TKMB200405E9,"HUAWEI NXT-TL00",HUAWEI,HUAWEI,NXT-TL00,WETEST-A6-DEVICE-SERVER002,,116.231.28.149,"2021-03-16 10:20:04",,NULL
7592,KXL0218411000127,867165032597497,TKMB20040627,NEO-AL00,HUAWEI,HUAWEI,NEO-AL00,WETEST-A6-DEVICE-SERVER061,,116.233.207.131,"2021-03-16 09:04:55",,NULL
