assetid,assetname
TKMB191206T6,小米 红米Note7 /全网通3G+32G/颜色随机
TKMB20040540,华为 HUAWEI Mate 30 麒麟990旗舰芯片4000万超感光徕卡影像双超级快充屏内指纹8G+128GB亮黑色4G全网通版(100008384346)
TKMB20040551,红米Redmi Note7 Pro（全网通4G/双卡双待/6GB+128GB/颜色随机）
TKMB20040580,iQOO 3 (5G全网通/ 6GB+128GB/颜色随机)
TKMB2004055Y,努比亚 nubia X 双面屏 深空灰 8GB+128GB 全网通 移动联通电信4G手机 双卡双待(100000856861)
TKMB20040545,荣耀20青春版 AMOLED屏幕指纹 4000mAh大电池 20W快充 4800万 手机 6GB+64GB 蓝水翡翠(100009219518)
TKMB2004057X,CC9 Pro(全网通4G/6GB+128GB/颜色随机)
TKMB2004053M,S5 8GB+128GB 冰岛恋歌 前置3200万写真级自拍 4800万菱感四摄极点屏手机 全网通4G手机(100005511289)
TKMB2004057Y,P30 Pro（全网通4G手机/8G+256G/天空之境）
TKMB2004054M,X27(全网通4G/8GB+128GB/颜色不限)
TKMB2004002T,Redmi Note8Pro 6400万全场景四摄 液冷游戏芯 4500mAh长续航 NFC 18W快充 红外遥控 6GB+64GB 贝母白 游戏智能手机 小米 红米(100007958768)
TKMB2004054G,A59 （3GB+32GB全网通4G 双卡双待/颜色随机）
TKMB2004054E,X27 Pro（全网通/8GB+256GB/颜色随机）
TKMB2004054T,Mate 30 Pro (全网通4G/8GB+128GB/颜色随机)
TKMB2004053F,S5 8GB+128GB 冰岛恋歌 前置3200万写真级自拍 4800万菱感四摄极点屏手机 全网通4G手机(100005511289)
TKMB200405AJ,华为平板 M6 10.8英寸麒麟980影音娱乐平板电脑4GB+128GB WiFi（香槟金)
TKMB200405EY,HUAWEI nova５（全网通／8GB+128GB／双卡双待／颜色随机）
TKMB200302G8,Reno ACE(全网通4G手机/双卡双待/8G+128G/颜色随机)
TKMB200302GP,Reno ACE(全网通4G手机/双卡双待/8G+128G/颜色随机)
TKMB2004053L,华为 HUAWEI nova 6 5G 105前置广角双摄 超感光暗拍 麒麟990芯片8GB+128GB亮黑色全网通双卡双待(100010414402)
TKMB200405M6,麦芒5 （全网通4G手机/4GB+64GB/颜色随机）
TKMB2004054L,X27(全网通4G/8GB+128GB/颜色不限)
TKMB200405R8,MatePad Pro（10.8英寸/Wifi版/6GB+128GB/颜色随机）
TKMB200405EX,Y3（全网通4G/4GB+128GB/颜色随机）
TKMB191206FG,Z5 6GB+64GB 极光幻境 4800万超广角AI三摄手机 22.5W快充 4500mAh大电池 全网通4G手机(100007085672)
TKMB1912070W,R15x（全网通4G/6G+128G/颜色随机）
TKMB200405MW,荣耀V10（全网通/4*64/颜色随机）
TKMB2004055N,Redmi K30 5G双模 120Hz流速屏  30W快充8GB+128GB 花影惊鸿游戏智能手机 小米 红米(100010640440)
TKMB2004057G,P30(全网通4G/8GB+64GB/颜色随机)
TKMB200405NX,荣耀8 青春版（4G+64G全网通/颜色随机）
TKMB2004007J,A9(全网通4G/4GB+128GB/颜色随机)
TKMB2004055T,华为 HUAWEI 畅享10 Plus 超高清全视屏前置悬浮式镜头4800万超广角AI三摄 8GB+128GB天空之境全网通双4G手机(100005143715)
TKMB200405E3,Y3（全网通4G/4GB+128GB/颜色随机）
TKMB200405X5,Reno3 Pro（全网通5G/8GB+128GB/颜色随机）
TKMB2005009Y,6X（移动联通电信4G/4GB+64GB/颜色随机）
TKMB200405M8,华nova 3e（全网通/4GB +64GB/双卡双待/颜色随机）
TKMB200302MP,Redmi K20Pro（全网通4G/6GB+64GB/颜色随机）
TKMB2004055X,Z6 5G手机 6GB+128GB 极影黑 44W超快闪充 高通骁龙765G 5000mAh超大电池 全网通手机(100011238468)
TKMB191206NX,A77(移动联通电信4G/RAM 3G+ROM 32G/颜色随机)
TKMB2004054P,iQOO(全网通4G手机/6GB+128GB/颜色随机)
TKMB191206MG,A77(移动联通电信4G/RAM 3G+ROM 32G/颜色随机)
TKMB2004055L,Meitu 美图T9（MP1718)4GB+64GB 浆果红 自拍美颜 全网通 移动联通电信4G手机(7938189)
TKMB2004053Y,Y5s 6GB+128GB 晶石蓝 超广角微距AI三摄 5000mAh大电池 移动联通电信全网通4G手机(100011597186)
TKMB20040544,华为 HUAWEI 畅享10 极点全面屏4800万超清夜景4000mAh大电池 6GB+64GB极光蓝全网通双4G手机(100009177388)
TKMB2004053W,华为 HUAWEI Mate 20 Pro (UD)屏内指纹版麒麟980芯片全面屏超大广角徕卡三摄8GB+128GB亮黑色全网通双4G手机(100000822969)
TKMB200405MR,A79 （4GB+64GB 全网通4G 双卡双待/颜色随机）
TKMB1912070T,nova 5i（全网通4G/8GB+128GB/颜色不限）
TKMB191206GP,Reno Z（全网通4G/8GB+128GB/颜色不限）
TKMB191206GA,Reno2(全网通4G手机/双卡双待/8G+128G/颜色随机)
TKMB2004055M,X2 Pro 6400万变焦四摄拍照 骁龙855Plus 50W超级闪充 90Hz电竞屏 6GB+64GB海神 蓝色 真我(100005136297)
TKMB200405MP,荣耀畅玩7X（全网通/4G*32G/ 颜色随机）
TKMB200405L8,华nova 3e（全网通/4GB +64GB/双卡双待/颜色随机）
TKMB1912070G,nova 4 （极点全面屏手机/2000万超广角三摄/8GB+128GB/颜色随机）
TKMB191206G7,Reno2(全网通4G手机/双卡双待/8G+128G/颜色随机)
TKMB2004053E,A11 5000mAh大电池 AI四摄 视频防抖 4GB+128GB 湖光绿 全网通4G 全面屏拍照游戏智能手机(100005158161)
TKMB200101GM,Reno2 Z(全网通4G 8G+128G 4800万夜拍四摄手机/颜色随机)
TKMB200400NF,Reno(全网通4G/6GB+128GB/颜色不限)
TKMB2001005M,P20 Pro(二手机/全网通4G/6GB+256GB/颜色随机)
TKMB19120754,iQOO 8GB+128GB 武士黑 全面屏拍照手机 骁龙855电竞游戏 全网通4G手机(100005236836)
TKMB200400F7,小米8屏幕指纹版（全网通4G/8GB+128GB/颜色随机）
TKMB20030367,华为新品 HUAWEI nova 4 极点全面屏4800万超广角三摄 8GB+128GB 星耀版蜜语红 全网通双卡双待(100001790805)
TKMB20040077,华为 HUAWEI Mate 20 麒麟980AI智能芯片全面屏超微距影像超大广角徕卡三摄6GB+128GB亮黑色全网通版双4G手机(100000822981)
TKMB200302TJ,X23（全网通4G手机/ 6GB+128GB/颜色随机）
TKMB2003031R,荣耀20（全网通4G/8GB+128GB/颜色不限）
TKMB2003038Y,Reno2(全网通4G手机/双卡双待/8G+128G/颜色随机)
TKMB2003012F,X27 Pro（全网通/8GB+256GB/颜色随机）
TKMB2003012G,nova 5 Pro（全网通4G/8GB+128GB/颜色不限）
TKMB1912074T,X21i（移动联通电信4G/6G+128G/颜色随机）
TKMB19120698,mate10 （全网通/保时捷设计版/6G+256G/钻石黑）
TKMB1912071A,Mate S(二手机/移动联通4G/3GB+32GB/CRR-UL00/颜色随机)
TKMB191206M3,Y67L(二手机/移动定制全网通版/4G+32G/颜色随机)
TKMB191206M1,A73T(二手机/移动定制全网通/4GB+32GB/颜色随机)
TKMB19120724,荣耀20 PRO(全网通4G/8GB+128GB/颜色不限）
TKMB191207WP,小米 5X(二手机/全网通4G/4GB+64GB/颜色随机)
TKMB191206M4,A57T(二手机/A57T/移动定制版/3GB*32GB）
TKMB19120748,华为 HUAWEI P20  AI智慧全面屏 6GB +128GB 亮黑色 全网通版 移动联通电信4G手机 双卡双待(6946637)
TKMB19120696,P30 Pro（全网通4G手机/8G+128G/亮黑色）
TKMB1912072L,A57（全网通4G/3GB+32GB/颜色随机)）
TKMB1912068L,Mix3（全网通4G/ 8GB+256GB/ 颜色随机）
TKMB19120540,IQOO Pro(全网通4G手机/双卡双待/8G+128G/颜色随机)
TKMB191206XW,华为 HUAWEI Mate 20 Pro (UD)屏内指纹版麒麟980芯片全面屏超大广角徕卡三摄8GB+128GB亮黑色全网通双4G手机(100000822969)
TKMB191201EE,R11T（二手机/R11T/移动定制版本/4GB*64GB）
TKMB191201GL,NEX(全网通4G/8GB+128GB/星钻黑)
TKMB191201MA,9X PRO(全网通4G/8GB+128GB/颜色随机)
TKMB191201TG,红米6 pro(全网通4G/4GB+64GB/颜色随机)
TKMB191201F3,华为畅享9 3GB+32GB/高清珍珠屏 AI长续航 全网通标配版 移动联通电信4G手机/颜色随机
TKMB191201XN,红米6（全网通4G手机/4GB+64GB/颜色随机）
TKMB191201T9,NEX(全网通4G/6GB+128GB/颜色随机)
TKMB191201PN,荣耀20S 李现同款 3200万人像超级夜景 4800万超广角AI三摄 麒麟810旗舰级芯片 全网通版8GB+128GB 蝶羽蓝(100007926786)
TKMB191101JM,荣耀畅玩6X(二手机/移动全网通/BLN-TL10/4GB+32GB/颜色随机)
TKMB191101M6,mate 10 pro（移动联通电信4G/6GB+128GB/颜色随机）
TKMB1911016M,Y67 全网通 4GB+32GB 移动联通电信4G手机 双卡双待
TKMB191206X8,荣耀Play3e 5.71英寸珍珠全面屏 3020mAh长续航1300万大光圈相机 2GB+32GB 幻夜黑 移动联通电信4G(100004793523)
TKMB200302M2,Reno Z（全网通4G/8GB+128GB/颜色不限）
TKMB200200J8,A37M （2GB+16GB全网通4G手机 双卡双待/颜色随机）
TKMB191201N2,R9 PLUSTM A(二手机/移动定制版4G/4GB+64GB/颜色随机)
TKMB191206M5,A83T(二手机/A83T/中国移动4G版/4GB*64GB)
TKMB191201AW,NEX 双屏版 AI三摄 游戏手机 10GB+128GB 冰原蓝 移动联通电信全网通4G手机(100002338246)
TKMB191206EW,NEX 3深空流光 8GB+256GB无界瀑布屏高通骁龙855Plus6400万三摄 5G智慧旗舰新品手机5G全网通手机(100007988988)
TKMB200101Y6,Y66 （3GB+32GB 全网通4G 颜色随机）
TKMB191201T8,A59 （3GB+32GB全网通4G 双卡双待/颜色随机）
TKMB20040034,X27(全网通4G/8GB+128GB/颜色不限)
TKMB2003003N,小米Max3 全网通版 4GB内存 黑色 64GB  移动联通电信4G手机 双卡双待(7651951)
TKMB1912074E,小米 Redmi K20Pro 4800万超广角三摄 6GB+64GB 碳纤黑 骁龙855 全网通4G 双卡双待 全面屏拍照游戏智能手机(100005979688)
TKMB191201EJ,Z1青春版 新一代全面屏AI双摄手机 4GB+32GB 极光色 移动联通电信全网通4G手机(100001485602)
TKMB200302LG,华为 HUAWEI 畅享9 Plus 4GB+64GB 幻夜黑 全网通 四摄超清全面屏大电池 移动联通电信4G手机 双卡双待(100000766433)
TKMB191201PE,荣耀V20 胡歌同款 麒麟980芯片 魅眼全视屏 8GB+128GB 魅丽红 游戏手机 移动联通电信4G全面屏手机 双卡双待(100001914189)
TKMB191201F9,S1Pro（全网通4G/8GB+128GB/3200万像素/颜色随机）
TKMB200302XG,Find X（全网通4G/8GB+128GB/颜色随机）
TKMB200302L9,荣耀10青春版系列 全网通版4GB+64GB 渐变蓝 移动联通电信4G全面屏手机 双卡双待(100001550349)
TKMB191201L9,mate20 Pro（全网通4G/8G*128/颜色随机）
TKMB200101L4,小米9（全网通4G手机/8GB+128GB/颜色随机）
TKMB2004025P,P30(全网通4G/8GB+64GB/颜色随机)
TKMB200400F6,iQOO Neo 855版(全网通4G/6GB+64GB/颜色随机)
TKMB20010026,小米9（全网通版4G手机/12GB+256GB/透明尊享/颜色随机）
TKMB200302GY,A3(二手机/全网通4G/4GB+128GB/颜色随机)
TKMB20030338,Y93（全网通4G/4G+64G/颜色随机）
TKMB191206MJ,nova 3（全网通4G/6GB+128GB/颜色随机）
TKMB200101PR,Y83 (移动联通电信4G手机/4GB+64GB/颜色随机）
TKMB200200TJ,R17(全网通4G/6GB+128GB/颜色随机)
TKMB200302FF,R15（移动联通电信4G/6+128G/颜色随机）
TKMB20040088,荣耀V10（全网通/4*64/颜色随机）
TKMB200200J3,S1 6GB+128GB 冰湖蓝 2480万AI高清自拍 超广角后置三摄拍照手机  移动联通电信全网通4G手机(100004363706)
TKMB2004007N,vivo X9s（全网通/4GB+64GB/颜色随机）
TKMB1912073F,荣耀10 (移动联通电信4G/6G+64GB/颜色随机）
TKMB2004006G,Y85A（二手机/全网通4G/4GB+64GB/颜色随机）
TKMB200302NJ,荣耀8X（移动联通电信4G手机/6GB+64GB/颜色随机）
TKMB2004008R,R9s（二手机/全网通4G/4GB+64GB/颜色随机）
TKMB200400EN,Find X（二手机/全网通4G/8GB+128GB/颜色随机）
TKMB2004007X,X9Plus（二手机/X9PLUS L/全网通/6GB*64GB）
TKMB2004007L,荣耀畅玩7X（全网通/4G*32G/ 颜色随机）
TKMB2004002Y,小米 MIX2S（移动联通电信4G/6GB+64GB/颜色随机）
TKMB2004002F,华为 HUAWEI Mate 30 麒麟990旗舰芯片4000万超感光徕卡影像双超级快充屏内指纹8G+128GB亮黑色4G全网通版(100008384346)
TKMB200400F2,vivo Z3(二手机/全网通4G/4GB+64GB/颜色随机)
TKMB19120710,OPPO A5(二手机/M A5/全网通/4GB*64GB）
TKMB20040082,nova 2s（4GB+64G/全网通 颜色随机）
TKMB20040061,Y97 （全网通4G手机/4GB+128GB/ 双卡双待/颜色随机）
TKMB20040055,Mate 30 Pro(全网通5G/8GB+256GB/颜色随机)
TKMB2004008P,Y3（全网通4G/4GB+128GB/颜色随机）
TKMB20040081,6X（移动联通电信4G/4GB+64GB/颜色随机）
TKMB200302JN,K3（全网通4G/6GB+64GB/颜色随机）
TKMB2004006F,红米Redmi Note7 Pro（全网通4G/双卡双待/6GB+128GB/颜色随机）
TKMB20040060,小米8 青春版（全网通4G/6G+64G/颜色随机）
TKMB200302E3,Redmi Note8Pro 6400万全场景四摄 液冷游戏芯 4500mAh长续航 NFC 18W快充 红外遥控 6GB+64GB 贝母白 游戏智能手机 小米 红米(100007958768)
TKMB2004008X,R15t(二手机/移动4G/6GB+128GB/颜色随机)
TKMB20040030,荣耀 play（二手机/全网通4G/6G+64G/颜色随机）
TKMB2003032T,Y93s(全网通4G/4GB+128GB/颜色随机)
TKMB20040076,荣耀20i 3200万AI自拍 超广角三摄 全网通版6GB+64GB 幻夜黑 移动联通电信4G全面屏手机 双卡双待(100002962227)
TKMB2004007T,7 pro（6GB+128GB/全网通4G/颜色随机）
TKMB200101WE,X7 （4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB2004006E,A7X(二手机/PBBM00/4GB+128GB/颜色随机)
TKMB20040031,米6(二手机/全网通4G/6GB+64GB/颜色随机)
TKMB20040062,X20 （4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB191206TE,小米 红米Note7 /全网通3G+32G/颜色随机
TKMB20040068,小米MIX2（全网通4G手机/6GB+64GB/颜色随机）
TKMB20040086,X21A(全网通4G/6GB+128GB/颜色随机)
TKMB20040083,红米5 Plus（4+64G/全网通/颜色随机）
TKMB2004006P,R9SK(4GB+64GB 全网4GJDI屏幕/颜色随机)
TKMB191202M6,红辣椒7X尊享版(全网通4G/6+64GB颜色不限)
TKMB1912023F,U1（全网通4G手机/4GB+64GB/颜色随机）
TKMB191203W7,一加5T（移动联通电信4G/双卡双待/6GB+64GB/颜色随机）
TKMB19120232,畅享7 Plus （全网通4G/双卡双待/3GRAM+32G ROM/颜色随机）
TKMB191202L0,Blade A7（全网通4G/2GB+32GB/双卡双待/颜色随机）
TKMB191204P3,Y51（移动4G/RAM 2GB/ROM 16GB/颜色随机)
TKMB200302TL,荣耀V10（全网通/4*64/颜色随机）
TKMB200302TW,R11T（二手机/R11T/移动定制版本/4GB*64GB）
TKMB2003027F,16T(全网通4G/6GB+128GB/颜色随机)
TKMB191207E6,P9(二手机/全网通/高配版/4GB+64GB/EVA-AL10/颜色随机)
TKMB19120726,NEX(全网通4G/8GB+128GB/星钻黑)
TKMB1912072M,S1Pro（全网通4G/8GB+128GB/3200万像素/颜色随机）
TKMB191204AA,努比亚 nubia 红魔3S电竞游戏手机 8GB+128GB 银色风暴 骁龙855Plus UFS3.0 内置风扇 5000mAh大电池 全面屏(100006881012)
TKMB191202X6,X9s L(二手机/移动定制版4G/4GB+64GB/颜色随机)
TKMB1912025A,畅享6(二手机/全网通4G/3GB+16GB/颜色随机)
TKMB191201L2,Y67L(二手机/移动定制全网通版/4G+32G/颜色随机)
TKMB19120262,PRO 5(二手机/PRO 5/全网通/3GB*32GB)
TKMB191201LT,Mate S(二手机/移动联通4G/3GB+32GB/CRR-UL00/颜色随机)
TKMB191202LA,红魔3（全网通4G/8G+128G/颜色不限）
TKMB191202N1,红魔Mars（全网通4G手机/8GB+128GB/颜色随机）
TKMB191202YR,魅蓝5s （全网通/3GRAM+32GROM/颜色随机
TKMB191202N8,Z18mini (全网通6GB+64GB/颜色随机)
TKMB191202N4,X9PLUS L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机）
TKMB191204WM,荣耀V8（KNT-AL20/高配版/全网通/4G+64G/颜色随机）
TKMB191201EW,小米MIX2S 全面屏游戏手机 6GB+128GB 黑色 全网通4G 陶瓷手机(6735790)
TKMB191201R5,Y85（移动联通电信4G手机4GB+32GB/颜色随机）
TKMB1912022N,小米CC9(全网通4G手机/双卡双待/6G+64G/颜色不限）
TKMB191201A0,魅族 X8 准旗舰游戏拍照手机 4GB+64GB 亮黑 全网通移动联通电信4G手机 双卡双待(100000827661)
TKMB1912019M,游戏手机2 8GB+128GB 暗影黑 骁龙855 Magic Press立体操控 塔式全域液冷 全面屏 全网通4G 双卡双待(100002493099)
TKMB1912019N,魅族 Note9 全面屏游戏拍照手机 4GB+64GB 幻黑 全网通移动联通电信4G手机 双卡双待(100003622444)
TKMB191201EM,nova 2s（4GB+64G/全网通 颜色随机）
TKMB1912023L,荣耀 V9 play （全网通4G手机/4GB RAM+32GB ROM/颜色随机）
TKMB191201J2,华为 HUAWEI P20  AI智慧全面屏 6GB +128GB 亮黑色 全网通版 移动联通电信4G手机 双卡双待(6946637)
TKMB191201JW,X9PLUS（4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB191203J0,Z6 6GB+64GB 蓝色 骁龙730 AIE处理器 4000mAh续航  屏幕光电指纹 后置三摄 全网通4G 双卡双待(100006142888)
TKMB191101XG,R9 PLUSTM A(二手机/移动定制版4G/4GB+64GB/颜色随机)
TKMB191101XY,A83T(二手机/A83T/中国移动4G版/4GB*64GB)
TKMB191101XX,A57T(二手机/A57T/移动定制版/3GB*32GB）
TKMB191101XE,A73T(二手机/移动定制全网通/4GB+32GB/颜色随机)
TKMB19110144,5S PLUS(二手机/全网通/4GB+64GB/颜色随机)
TKMB19110154,荣耀畅玩6X(二手机/移动全网通/BLN-TL10/4GB+32GB/颜色随机)
TKMB1911017J,Mate 8(3GB+32GB全网通 颜色随机)
TKMB19110170,X7 （4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB19110165,Y55（2GB+16GB 全网通4G 双卡双待 颜色随机）
TKMB19120239,mi 4(二手机/移动4G/3GB/16GB/Android4.4系统/颜色随机)
TKMB19120752,Y7s (全网通4G/6GB+128GB/颜色随机)
TKMB191202MX,Mate20（全网通4g/6*64/颜色随机）
TKMB1912026X,荣耀平板2（八核 4G+64G 1920*1200 4800mAh WIFI版 8英寸平板电脑)珍珠白(5910162)
TKMB191202L2,Xperia XZ3 H9493（全网通4G/6GB+64GB/颜色随机）
TKMB191202MM,U30（全网通/8+128G/颜色随机）
TKMB1912049W,黑鲨2 代(全网通4G/6GB+128GB/颜色随机)
TKMB191202L3,N3(全网通4G/青春版3GB+32GB/颜色随机)
TKMB191202Y4,X9i（4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB191101XN,米5(二手机/全网通/3GB+32GB/标准版/颜色随机)
TKMB2002001Y,R7s(二手机/TD-LTE/FDD-LTE/4GB+32GB/颜色随机)
TKMB191202LN,GALAXY J3(二手机/J3109/1.5GB+8GB/Android5.1系统/颜色随机)
TKMB191202MT,"酷玩8 Lite 6""高清全面屏 1300万双摄 私密双系统/3GB+32GB 双卡双待全网通/颜色随机"
TKMB191202YF,9 PureView（全网通4G/后置5摄/6GB+128GB/颜色随机）
TKMB191202LF,NOVA(二手机/全网通/4GB+64GB/颜色随机)
TKMB191202M5,Y91（全网通4G/3GB+32GB/颜色随机）
TKMB191202N3,xperia 10 plus（I4293/全球通4G手机/6G*64G/颜色随机）
TKMB191202L5,海信(Hisense)小海豚3 4GB+32GB 4500mAh大电池长续航 全面屏 全网通 移动联通电信4G 双卡双待 学习手机/颜色随机
TKMB191202LR,P50 (全网通4G/双卡双待/6GB+128GB/颜色随机)
TKMB191202LX,中国移动 N5 手机 移动定制全网通/3+32G/颜色随机
TKMB200302NN,XPLAY5A(二手机/全网通4G/4GB+128G/颜色随机)
TKMB20040033,米6(二手机/全网通4G/6GB+64GB/颜色随机)
TKMB19120230,Redmi K20（全网通4G/6GB+64GB/颜色随机）
TKMB1912025L,畅享7(二手机/移动全网通定制版/3GB+32GB/颜色随机)
TKMB1912049R,坚果 R1（全网通4G/6G+64GB/颜色随机）
TKMB191202LG,cool 9（全网通4G/4GB+64GB/颜色不限）
TKMB191202L9,K5 play（全网通4G/3GB+32GB/颜色随机）
TKMB191202J4,GALAXY A9（SM-A9000 3G+32G全网通/颜色随机）
TKMB191202YN,魅蓝 S6 (全网通4G/双卡双待( 3GB+32GB)/颜色随机）
TKMB19120363,Xperia 1（ 全网通4G/6GB+128GB/颜色随机）
TKMB20020008,A6L(全网通4G手机/双卡双待/6G+64G/颜色随机)
TKMB1911014N,红米6A(全网通4G/2GB+16GB/颜色随机)
TKMB191202MW,天机 AXON 10 Pro(全网通4G/4800万三摄/6GB+128GB/颜色随机）
TKMB19120237,V15 PRO（全网通4G/6GB+128GB/港版/颜色随机）
TKMB1912023E,荣耀畅玩6X尊享版(4GB+64GB 颜色随机)
TKMB191203WF,M11 (全网通4G/4GB 64GB/颜色随机)
TKMB191202LT,X7（全网通4G/6G+64G/颜色随机）
TKMB191201E0,mate9 Pro(二手机/全网通/6G+128G/颜色随机)
TKMB191202LP,金刚5（全网通/4GB+64GB/颜色随机）
TKMB19120368,A5(全网通4G/4G+32G/颜色随机)
TKMB191202L8,nubia X（全网通4G/双面屏/+128GB/颜色随机）
TKMB191202M4,Y67（4GB+32GB全网通4G 颜色随机)
TKMB1912023A,PRO 6 Plus（移动联通4G/双卡双待/公开版/4GB+64GB/颜色随机）
TKMB1912023G,V11（全网通4G/6GB+128GB/港版/颜色随机）
TKMB1912025M,畅享7S (二手机/FIG TL00/移动4G*版 3GB*32GB）
TKMB191202ME,X3 Turbo（全网通4G/双卡双待/8G+128G/颜色随机）
TKMB191202YL,酷派(coolpad) 酷玩8 6.2“FHD全面屏 高清双摄 4GB+64GB 4000mAh长续航/全网通4G手机 双卡双待/颜色随机
TKMB19120367,Z5 Pro（全网通4G/6GB+64GB/颜色随机）
TKMB1912022T,COR-L29 (国际版/二手机/4GB+64GB/颜色随机)
